tconst,primaryTitle,genres,averageRating,startYear,nconst,primaryName,category,primaryProfession
tt0000908,In Old Kentucky,"Drama,Short,War",6.3,1909,nm0173994,John R. Cumpson,actor,actor
tt0000920,Jones and His New Neighbors,"Comedy,Short",5.0,1909,nm0173994,John R. Cumpson,actor,actor
tt0000921,Jones and the Lady Book Agent,"Comedy,Short",5.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0000922,The Joneses Have Amateur Theatricals,"Comedy,Short",4.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0000933,Lady Helen's Escapade,"Comedy,Drama,Romance",4.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0000938,The Little Darling,"Comedy,Short",4.5,1909,nm0173994,John R. Cumpson,actor,actor
tt0000942,The Lonely Villa,"Crime,Drama,Short",6.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0000943,Love Finds a Way,"Comedy,Short",5.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0000946,The Lure of the Gown,"Comedy,Drama,Short",4.6,1909,nm0173994,John R. Cumpson,actor,actor
tt0000946,The Lure of the Gown,"Comedy,Drama,Short",4.6,1909,nm0173994,John R. Cumpson,actor,actor
tt0000967,The Mills of the Gods,"Drama,Short",5.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0000974,Mr. Jones Has a Card Party,"Comedy,Short",5.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0000975,Mr. Jones' Burglar,"Comedy,Short",4.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0000976,"Mrs. Jones' Lover; or, 'I Want My Hat'","Comedy,Short",3.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0000985,The Note in the Shoe,"Drama,Short",4.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0001000,The Peachbasket Hat,"Comedy,Short",5.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0001016,Resurrection,"Drama,Short",5.1,1909,nm0173994,John R. Cumpson,actor,actor
tt0001016,Resurrection,"Drama,Short",5.1,1909,nm0173994,John R. Cumpson,actor,actor
tt0001020,The Road to the Heart,"Comedy,Short",5.0,1909,nm0173994,John R. Cumpson,actor,actor
tt0001023,The Roue's Heart,"Drama,Short",5.8,1909,nm0173994,John R. Cumpson,actor,actor
tt0001025,A Rural Elopement,"Comedy,Romance,Short",7.6,1909,nm0173994,John R. Cumpson,actor,actor
tt0001027,The Sacrifice,"Comedy,Romance,Short",5.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0001029,The Salvation Army Lass,"Drama,Short",5.1,1909,nm0173994,John R. Cumpson,actor,actor
tt0001029,The Salvation Army Lass,"Drama,Short",5.1,1909,nm0173994,John R. Cumpson,actor,actor
tt0001029,The Salvation Army Lass,"Drama,Short",5.1,1909,nm0173994,John R. Cumpson,actor,actor
tt0001050,A Strange Meeting,"Drama,Short",4.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0001052,The Suicide Club,"Comedy,Short",5.5,1909,nm0173994,John R. Cumpson,actor,actor
tt0001060,The Test,"Drama,Short",5.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0001061,They Would Elope,"Comedy,Short",6.6,1909,nm0173994,John R. Cumpson,actor,actor
tt0001062,Those Awful Hats,"Comedy,Short",6.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0001071,Tragic Love,"Drama,Short",6.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0001075,A Troublesome Satchel,"Comedy,Short",4.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0001076,Trying to Get Arrested,"Comedy,Short",5.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0001077,Twin Brothers,"Comedy,Short",5.7,1909,nm0173994,John R. Cumpson,actor,actor
tt0001078,Two Memories,"Drama,Short",5.4,1909,nm0173994,John R. Cumpson,actor,actor
tt0001083,The Violin Maker of Cremona,"Drama,Short",5.0,1909,nm0173994,John R. Cumpson,actor,actor
tt0001084,The Voice of the Violin,Short,5.2,1909,nm0173994,John R. Cumpson,actor,actor
tt0001086,Was Justice Served?,"Drama,Short",6.1,1909,nm0173994,John R. Cumpson,actor,actor
tt0001091,What Drink Did,"Drama,Short",5.3,1909,nm0173994,John R. Cumpson,actor,actor
tt0001094,The Winning Coat,"Drama,Short",4.7,1909,nm0173994,John R. Cumpson,actor,actor
tt0001095,With Her Card,"Drama,Short",3.5,1909,nm0173994,John R. Cumpson,actor,actor
tt0001098,The Wooden Leg,"Comedy,Short",5.9,1909,nm0173994,John R. Cumpson,actor,actor
tt0001176,The Dancing Girl of Butte,"Drama,Short",4.8,1910,nm0173994,John R. Cumpson,actor,actor
tt0001399,The Smoker,"Comedy,Short",6.0,1910,nm0173994,John R. Cumpson,actor,actor
tt0019870,Fashions in Love,"Comedy,Drama,Musical",7.1,1929,nm0174029,Fay Compton,actress,"actress,soundtrack"
tt0017692,The Border Cavalier,Western,5.7,1927,nm0174049,Joyce Compton,actress,"actress,soundtrack,archive_footage"
tt0019800,Dangerous Curves,Drama,5.7,1929,nm0174049,Joyce Compton,actress,"actress,soundtrack,archive_footage"
tt0015653,Bulldog Drummond's Third Round,Crime,4.1,1925,nm0174051,Juliette Compton,actress,actress
tt0017198,Nell Gwyn,"Biography,Drama,History",6.1,1926,nm0174051,Juliette Compton,actress,actress
tt0019356,The Scarlet Daredevil,"Adventure,Drama,Romance",5.8,1928,nm0174051,Juliette Compton,actress,actress
tt0012948,Blazing Arrows,Western,6.1,1922,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0013491,Perils of the Yukon,Adventure,5.1,1922,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0013527,The Radio King,Adventure,7.2,1922,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0013864,Beasts of Paradise,"Action,Adventure,Mystery",7.2,1923,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0015505,Wolves of the North,"Action,Adventure,Drama",3.2,1924,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0015537,The Ace of Spades,Western,5.5,1925,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0015662,The Calgary Stampede,"Drama,Romance,Sport",6.3,1925,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0016693,The Buckaroo Kid,Western,6.8,1926,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0016865,The Fighting Peacemaker,Western,5.6,1926,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0017079,Looking for Trouble,"Action,Adventure,Romance",6.2,1926,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0017112,The Man in the Saddle,Western,6.4,1926,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0017558,The Wild Horse Stampede,"Drama,Western",6.3,1926,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0018406,Silver Valley,"Action,Adventure,Comedy",5.5,1927,nm0174101,Clark Comstock,actor,"actor,miscellaneous"
tt0007188,The Place Beyond the Winds,Drama,6.0,1916,nm0174105,Harriet T. Comstock,writer,writer
tt0013793,Roman Candles,"Comedy,Drama,Romance",5.0,1920,nm0174172,Bill Conant,actor,actor
tt0006874,The Isle of Life,"Adventure,Romance",6.9,1916,nm0174266,Lillian Concord,actress,actress
tt0009894,The Grey Automobile,"Action,Crime,Thriller",7.0,1919,nm0174314,Russo Conde,actor,actor
tt0018036,Jaws of Steel,"Action,Adventure,Drama",6.0,1927,nm0174377,Charles R. Condon,writer,writer
tt0018751,Caught in the Fog,Thriller,6.0,1928,nm0174377,Charles R. Condon,writer,writer
tt0019070,Land of the Silver Fox,"Action,Adventure,Family",5.6,1928,nm0174377,Charles R. Condon,writer,writer
tt0019302,A Race for Life,"Action,Adventure,Drama",6.7,1928,nm0174377,Charles R. Condon,writer,writer
tt0013472,Our Gang,"Comedy,Family,Short",7.6,1922,nm0174385,Billy Condon,actor,actor
tt0010331,The Knickerbocker Buckaroo,"Comedy,Romance,Western",7.0,1919,nm0174387,Frank Condon,writer,writer
tt0012077,Crazy to Marry,Comedy,7.0,1921,nm0174387,Frank Condon,writer,writer
tt0014137,Hollywood,"Comedy,Drama",6.6,1923,nm0174387,Frank Condon,writer,writer
tt0016497,Waking Up the Town,Comedy,6.4,1925,nm0174387,Frank Condon,writer,writer
tt0018350,Rubber Tires,Comedy,6.6,1927,nm0174387,Frank Condon,writer,writer
tt0010313,Jinx,"Action,Adventure,Comedy",5.7,1919,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013075,Dr. Jack,"Comedy,Romance",7.1,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013127,Fire Fighters,"Comedy,Family,Short",6.2,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013462,One Terrible Day,"Comedy,Family,Short",6.6,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013472,Our Gang,"Comedy,Family,Short",7.6,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013524,A Quiet Street,"Comedy,Family,Short",6.2,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013573,Saturday Morning,"Comedy,Family,Short",6.6,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013803,Young Sherlocks,"Comedy,Family,Short",6.5,1922,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013853,Back Stage,"Comedy,Family,Short",6.3,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013872,The Big Show,"Comedy,Family,Short",6.8,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013885,Boys to Board,"Comedy,Family,Short",6.0,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013916,The Champeen,"Comedy,Family,Short",6.6,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013932,The Cobbler,"Comedy,Family,Short",6.3,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013982,Derby Day,"Comedy,Family,Short",6.4,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0013994,Dogs of War!,"Comedy,Family,Short",6.4,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0014081,Giants vs. Yanks,"Comedy,Family,Short",6.1,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0014363,A Pleasant Journey,"Comedy,Family,Short",6.6,1923,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0014701,The Battling Orioles,Comedy,6.4,1924,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0014749,The Buccaneers,"Comedy,Family,Short",6.4,1924,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0014945,Girl Shy,"Comedy,Romance",7.7,1924,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0015378,The Sun Down Limited,"Comedy,Family,Short",6.6,1924,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0016096,"Mary, Queen of Tots","Comedy,Family,Short",7.2,1925,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0017380,Shivering Spooks,"Comedy,Family,Short",6.5,1926,nm0174393,Jackie Condon,actor,"actor,archive_footage"
tt0003772,Cinderella,"Drama,Fantasy",6.1,1914,nm0174485,W.N. Cone,actor,actor
tt0003679,Between Showers,"Comedy,Short",5.4,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0003758,Caught in a Cabaret,"Comedy,Short",5.7,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0003758,Caught in a Cabaret,"Comedy,Short",5.7,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0003813,'Curses!' They Remarked,"Comedy,Short",5.0,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0003860,Double Crossed,"Comedy,Short",5.1,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0003863,Dough and Dynamite,"Comedy,Short",5.9,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0003923,The Face on the Barroom Floor,"Comedy,Short",5.2,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004007,Gentlemen of Nerve,"Comedy,Short",5.5,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004039,The Great Toe Mystery,"Comedy,Short",5.5,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004064,"Hello, Mabel","Comedy,Short",5.3,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004277,Mabel at the Wheel,"Comedy,Short",5.6,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004280,Mabel's Busy Day,"Comedy,Short",5.4,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004284,Mabel's Strange Predicament,"Comedy,Short",5.6,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004288,Making a Living,"Comedy,Short",5.5,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004288,Making a Living,"Comedy,Short",5.5,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004311,The Masquerader,"Comedy,Short",5.9,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004475,The Plumber,"Comedy,Short",5.9,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004670,Tango Tangles,"Comedy,Short",5.2,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004693,Those Love Pangs,"Comedy,Short",5.4,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004707,Tillie's Punctured Romance,Comedy,6.2,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004707,Tillie's Punctured Romance,Comedy,6.2,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004736,Twenty Minutes of Love,"Comedy,Short",5.6,1914,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004889,Ambrose's Sour Grapes,"Comedy,Short",5.5,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0004971,A Bird's a Bird,"Comedy,Short",5.3,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005053,The Cannon Ball,"Comedy,Short",6.3,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005204,Dizzy Heights and Daring Hearts,"Comedy,Short",5.8,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005205,Do-Re-Mi-Boom!,"Comedy,Short",5.2,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005228,Droppington's Family Tree,"Comedy,Short",5.7,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005443,A Hash House Fraud,"Comedy,Short",5.1,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005458,Hearts and Planets,"Comedy,Short",7.5,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005505,The Home Breakers,"Comedy,Short",6.8,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005654,"Love, Speed and Thrills","Action,Comedy,Short",5.2,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0005758,Mixed Up,"Comedy,Short",7.6,1915,nm0174682,Chester Conklin,archive_footage,"actor,writer,archive_footage"
tt0005838,A One Night Stand,"Comedy,Short",4.5,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0006258,When Ambrose Dared Walrus,"Comedy,Short",5.8,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0006354,Ambrose's Fury,"Comedy,Short",5.2,1915,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0007802,A Clever Dummy,"Comedy,Short",5.9,1917,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0008474,The Pullman Bride,"Comedy,Short",6.2,1917,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0010925,Yankee Doodle in Berlin,Comedy,5.5,1919,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0013834,Anna Christie,Drama,6.1,1923,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0015606,Battling Bunyan,Comedy,7.0,1924,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0015881,Greed,"Drama,Thriller,Western",8.0,1924,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0016097,The Masked Bride,"Drama,Romance",6.1,1925,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0016548,A Woman of the World,"Comedy,Drama,Romance",6.8,1925,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0016638,Behind the Front,"Comedy,War",6.1,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0016812,The Duchess of Buffalo,"Comedy,Romance",7.1,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017142,Midnight Lovers,"Comedy,Romance,War",6.9,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017201,The Nervous Wreck,"Adventure,Comedy,Romance",6.8,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017349,Say It Again,"Comedy,Romance",4.6,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017411,A Social Celebrity,Comedy,6.7,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017532,We're in the Navy Now,"Comedy,Romance,War",5.6,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017562,The Wilderness Woman,"Adventure,Comedy,Romance",7.2,1926,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0017724,Cabaret,"Crime,Drama",3.6,1927,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0018349,Rubber Heels,Comedy,4.3,1927,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0018470,Tell It to Sweeney,Comedy,5.8,1927,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0018517,Two Flaming Youths,Comedy,6.2,1927,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0018700,The Big Noise,\N,6.4,1928,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0018903,Fools for Luck,Comedy,6.0,1928,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0018978,The Haunted House,"Comedy,Drama",4.4,1928,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0019478,Tillie's Punctured Romance,Comedy,6.1,1928,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0019871,Fast Company,"Comedy,Sport",6.4,1929,nm0174682,Chester Conklin,actor,"actor,writer,archive_footage"
tt0014996,Hold Your Breath,Comedy,7.0,1924,nm0174688,Frank Roland Conklin,writer,writer
tt0016897,For Sadie's Sake,"Comedy,Short",5.6,1926,nm0174688,Frank Roland Conklin,writer,writer
tt0011722,The Soilers,"Comedy,Short",5.5,1923,nm0174690,Hal Conklin,writer,"actor,writer"
tt0014667,All Night Long,"Comedy,Short,War",6.3,1924,nm0174690,Hal Conklin,writer,"actor,writer"
tt0014748,Brothers Under the Chin,"Comedy,Short",6.0,1924,nm0174690,Hal Conklin,writer,"actor,writer"
tt0015245,Postage Due,"Comedy,Short",5.8,1924,nm0174690,Hal Conklin,writer,"actor,writer"
tt0017437,The Strong Man,"Adventure,Comedy,Romance",6.6,1926,nm0174690,Hal Conklin,writer,"actor,writer"
tt0018153,Meet the Folks,"Comedy,Short",5.5,1927,nm0174690,Hal Conklin,writer,"actor,writer"
tt0019414,The Spieler,"Crime,Drama",6.6,1928,nm0174690,Hal Conklin,writer,"actor,writer"
tt0006115,A Submarine Pirate,"Comedy,Short",5.3,1915,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0009603,She Loved Him Plenty,"Comedy,Short",5.9,1918,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0009801,Who's Your Father?,"Comedy,Short,Western",6.9,1918,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0010233,Hearts and Flowers,"Comedy,Short",5.7,1919,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0010816,Uncle Tom Without a Cabin,"Comedy,Short",7.2,1919,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0010816,Uncle Tom Without a Cabin,"Comedy,Short",7.2,1919,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0010925,Yankee Doodle in Berlin,Comedy,5.5,1919,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0011444,Married Life,Comedy,4.8,1920,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0013635,Step Forward,"Comedy,Short",5.8,1922,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0014901,Find Your Man,"Action,Drama,Family",4.8,1924,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0015616,Below the Line,"Action,Drama,Family",6.2,1925,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0015687,Clash of the Wolves,"Adventure,Family,Romance",6.5,1925,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0016334,Seven Sinners,"Comedy,Crime,Drama",6.0,1925,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0016854,Fig Leaves,"Comedy,Romance",6.1,1926,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0016860,The Fighting Edge,Western,5.8,1926,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0016948,Hard Boiled,"Comedy,Western",7.7,1926,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0017205,The Night Cry,"Drama,Family",7.0,1926,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0017551,Whispering Wires,"Drama,Mystery",7.0,1926,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0017936,The Girl in the Pullman,Comedy,7.4,1927,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0017958,Ham and Eggs at the Front,"Comedy,War",5.4,1927,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0018633,The Air Circus,Drama,7.5,1928,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0018882,Feel My Pulse,"Comedy,Crime,Romance",6.9,1928,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0019021,Horseman of the Plains,"Drama,Western",4.8,1928,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0019492,A Trick of Hearts,Western,5.4,1928,nm0174692,Heinie Conklin,actor,"actor,soundtrack,archive_footage"
tt0002637,Arizona,Western,7.5,1913,nm0174720,William Conklin,actor,actor
tt0003817,Dan,"Drama,War",2.7,1914,nm0174720,William Conklin,actor,actor
tt0004509,The Ragged Earl,"Comedy,Drama",3.5,1914,nm0174720,William Conklin,actor,actor
tt0005802,Neal of the Navy,"Adventure,Romance",2.2,1915,nm0174720,William Conklin,actor,actor
tt0008022,Golden Rule Kate,Western,4.8,1917,nm0174720,William Conklin,actor,actor
tt0008630,The Stolen Play,Drama,6.0,1917,nm0174720,William Conklin,actor,actor
tt0010215,The Haunted Bedroom,"Drama,Horror",6.9,1919,nm0174720,William Conklin,actor,actor
tt0011257,Hairpins,Drama,6.0,1920,nm0174720,William Conklin,actor,actor
tt0011679,Sex,Drama,5.7,1920,nm0174720,William Conklin,actor,actor
tt0011853,When Dawn Came,Drama,5.4,1920,nm0174720,William Conklin,actor,actor
tt0011877,The Woman in the Suitcase,Drama,6.2,1920,nm0174720,William Conklin,actor,actor
tt0011953,Beau Revel,Drama,5.1,1921,nm0174720,William Conklin,actor,actor
tt0011978,Blind Hearts,Drama,6.5,1921,nm0174720,William Conklin,actor,actor
tt0013978,Daytime Wives,Drama,5.6,1923,nm0174720,William Conklin,actor,actor
tt0015856,Gentleman Roughneck,Adventure,2.3,1925,nm0174720,William Conklin,actor,actor
tt0015900,Head Winds,Drama,5.7,1925,nm0174720,William Conklin,actor,actor
tt0016258,The Rag Man,"Comedy,Drama,Family",7.0,1925,nm0174720,William Conklin,actor,actor
tt0017226,Old Ironsides,"Drama,History",6.9,1926,nm0174720,William Conklin,actor,actor
tt0018243,Outlaws of Red River,Western,6.1,1927,nm0174720,William Conklin,actor,actor
tt0018511,Tumbling River,"Drama,Western",6.6,1927,nm0174720,William Conklin,actor,actor
tt0019824,The Divine Lady,"Drama,History,Romance",6.2,1928,nm0174720,William Conklin,actor,actor
tt0010106,Fair and Warmer,"Comedy,Romance",8.4,1919,nm0174776,Effie Conley,actress,actress
tt0005443,A Hash House Fraud,"Comedy,Short",5.1,1915,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0006601,Dollars and Sense,"Comedy,Short",5.6,1916,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0008107,His Naughty Thought,"Comedy,Short",6.2,1917,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0008628,Step Lively,"Comedy,Short",5.7,1917,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0008670,Thirst,"Comedy,Short",5.5,1917,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0008844,Are Crooks Dishonest?,"Comedy,Short",6.2,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0008884,The Big Idea,"Comedy,Short",6.5,1917,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0008961,The City Slicker,"Comedy,Short",6.1,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009071,Fireman Save My Child,"Comedy,Short",5.6,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009099,A Gasoline Wedding,"Comedy,Short",6.4,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009170,Here Come the Girls,"Comedy,Short",5.6,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009234,It's a Wild Life,"Comedy,Short",5.8,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009316,"Look Pleasant, Please","Comedy,Short",6.4,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009631,Somewhere in Turkey,"Comedy,Short",5.5,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009676,Swing Your Partners,"Comedy,Short",6.5,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0009689,That's Him,"Comedy,Short",5.9,1918,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010006,Chop Suey & Co.,"Comedy,Short",4.6,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010023,Count Your Change,"Comedy,Short",5.5,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010024,Count the Votes,"Comedy,Short",5.4,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010072,Don't Shove,"Comedy,Short",5.7,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010225,Heap Big Chief,"Comedy,Short",5.9,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010256,His Only Father,"Comedy,Short",6.7,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010506,Never Touched Me,"Comedy,Short",5.1,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010552,Pay Your Dues,"Comedy,Short",6.3,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010610,The Rajah,"Comedy,Short",4.9,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
tt0010656,A Sammy in Siberia,"Comedy,Short",5.7,1919,nm0174789,Lige Conley,actor,"actor,writer,director"
